persona,camara,emocion,archivo,num_frames,alto,ancho,canales,timestamp
p086,camaraWeb,Asco,p086\camaraWeb\Asco.npy,33,64,64,3,2026-04-22 21:15:28
p086,camaraWeb,Enojo,p086\camaraWeb\Enojo.npy,171,64,64,3,2026-04-22 21:15:35
p086,camaraWeb,Felicidad,p086\camaraWeb\Felicidad.npy,69,64,64,3,2026-04-22 21:15:38
p086,camaraWeb,Miedo,p086\camaraWeb\Miedo.npy,158,64,64,3,2026-04-22 21:15:46
p086,camaraWeb,Neutral,p086\camaraWeb\Neutral.npy,83,64,64,3,2026-04-22 21:15:49
p086,camaraWeb,Sorpresa,p086\camaraWeb\Sorpresa.npy,82,64,64,3,2026-04-22 21:15:53
p086,camaraWeb,Tristeza,p086\camaraWeb\Tristeza.npy,320,64,64,3,2026-04-22 21:16:07
p087,camaraInfrarroja,Asco,p087\camaraInfrarroja\Asco.npy,45,64,64,3,2026-04-22 21:16:10
p087,camaraInfrarroja,Enojo,p087\camaraInfrarroja\Enojo.npy,271,64,64,3,2026-04-22 21:16:30
p087,camaraInfrarroja,Felicidad,p087\camaraInfrarroja\Felicidad.npy,50,64,64,3,2026-04-22 21:16:33
p087,camaraInfrarroja,Miedo,p087\camaraInfrarroja\Miedo.npy,181,64,64,3,2026-04-22 21:16:40
p087,camaraInfrarroja,Neutral,p087\camaraInfrarroja\Neutral.npy,79,64,64,3,2026-04-22 21:16:43
p087,camaraInfrarroja,Sorpresa,p087\camaraInfrarroja\Sorpresa.npy,89,64,64,3,2026-04-22 21:16:46
p087,camaraInfrarroja,Tristeza,p087\camaraInfrarroja\Tristeza.npy,178,64,64,3,2026-04-22 21:16:53
p087,camaraWeb,Asco,p087\camaraWeb\Asco.npy,45,64,64,3,2026-04-22 21:16:55
p087,camaraWeb,Enojo,p087\camaraWeb\Enojo.npy,271,64,64,3,2026-04-22 21:17:06
p087,camaraWeb,Felicidad,p087\camaraWeb\Felicidad.npy,33,64,64,3,2026-04-22 21:17:09
p087,camaraWeb,Miedo,p087\camaraWeb\Miedo.npy,181,64,64,3,2026-04-22 21:17:23
p087,camaraWeb,Neutral,p087\camaraWeb\Neutral.npy,79,64,64,3,2026-04-22 21:17:30
p087,camaraWeb,Sorpresa,p087\camaraWeb\Sorpresa.npy,89,64,64,3,2026-04-22 21:17:37
p087,camaraWeb,Tristeza,p087\camaraWeb\Tristeza.npy,178,64,64,3,2026-04-22 21:17:53
p088,camaraInfrarroja,Asco,p088\camaraInfrarroja\Asco.npy,82,64,64,3,2026-04-22 21:17:56
p088,camaraInfrarroja,Enojo,p088\camaraInfrarroja\Enojo.npy,193,64,64,3,2026-04-22 21:18:14
p088,camaraInfrarroja,Felicidad,p088\camaraInfrarroja\Felicidad.npy,40,64,64,3,2026-04-22 21:18:16
p088,camaraInfrarroja,Miedo,p088\camaraInfrarroja\Miedo.npy,207,64,64,3,2026-04-22 21:18:36
p088,camaraInfrarroja,Neutral,p088\camaraInfrarroja\Neutral.npy,47,64,64,3,2026-04-22 21:18:39
p088,camaraInfrarroja,Sorpresa,p088\camaraInfrarroja\Sorpresa.npy,89,64,64,3,2026-04-22 21:18:48
p088,camaraInfrarroja,Tristeza,p088\camaraInfrarroja\Tristeza.npy,122,64,64,3,2026-04-22 21:18:58
p088,camaraWeb,Asco,p088\camaraWeb\Asco.npy,82,64,64,3,2026-04-22 21:19:05
p088,camaraWeb,Enojo,p088\camaraWeb\Enojo.npy,193,64,64,3,2026-04-22 21:19:20
p088,camaraWeb,Felicidad,p088\camaraWeb\Felicidad.npy,40,64,64,3,2026-04-22 21:19:23
p088,camaraWeb,Miedo,p088\camaraWeb\Miedo.npy,207,64,64,3,2026-04-22 21:19:41
p088,camaraWeb,Neutral,p088\camaraWeb\Neutral.npy,47,64,64,3,2026-04-22 21:19:44
p088,camaraWeb,Sorpresa,p088\camaraWeb\Sorpresa.npy,89,64,64,3,2026-04-22 21:19:54
p088,camaraWeb,Tristeza,p088\camaraWeb\Tristeza.npy,122,64,64,3,2026-04-22 21:20:09
p090,camaraInfrarroja,Asco,p090\camaraInfrarroja\Asco.npy,85,64,64,3,2026-04-22 21:20:19
p090,camaraInfrarroja,Enojo,p090\camaraInfrarroja\Enojo.npy,212,64,64,3,2026-04-22 21:20:36
p090,camaraInfrarroja,Felicidad,p090\camaraInfrarroja\Felicidad.npy,75,64,64,3,2026-04-22 21:20:44
p090,camaraInfrarroja,Miedo,p090\camaraInfrarroja\Miedo.npy,187,64,64,3,2026-04-22 21:20:53
p090,camaraInfrarroja,Neutral,p090\camaraInfrarroja\Neutral.npy,99,64,64,3,2026-04-22 21:20:59
p090,camaraInfrarroja,Sorpresa,p090\camaraInfrarroja\Sorpresa.npy,89,64,64,3,2026-04-22 21:21:05
p090,camaraInfrarroja,Tristeza,p090\camaraInfrarroja\Tristeza.npy,190,64,64,3,2026-04-22 21:21:16
p090,camaraWeb,Asco,p090\camaraWeb\Asco.npy,85,64,64,3,2026-04-22 21:21:20
p090,camaraWeb,Enojo,p090\camaraWeb\Enojo.npy,212,64,64,3,2026-04-22 21:21:31
p090,camaraWeb,Felicidad,p090\camaraWeb\Felicidad.npy,75,64,64,3,2026-04-22 21:21:34
p090,camaraWeb,Miedo,p090\camaraWeb\Miedo.npy,187,64,64,3,2026-04-22 21:21:45
p090,camaraWeb,Neutral,p090\camaraWeb\Neutral.npy,99,64,64,3,2026-04-22 21:21:52
p090,camaraWeb,Sorpresa,p090\camaraWeb\Sorpresa.npy,89,64,64,3,2026-04-22 21:21:56
p090,camaraWeb,Tristeza,p090\camaraWeb\Tristeza.npy,190,64,64,3,2026-04-22 21:22:06
p091,camaraInfrarroja,Asco,p091\camaraInfrarroja\Asco.npy,106,64,64,3,2026-04-22 21:22:12
p091,camaraInfrarroja,Enojo,p091\camaraInfrarroja\Enojo.npy,139,64,64,3,2026-04-22 21:22:18
p091,camaraInfrarroja,Felicidad,p091\camaraInfrarroja\Felicidad.npy,96,64,64,3,2026-04-22 21:22:23
p091,camaraInfrarroja,Miedo,p091\camaraInfrarroja\Miedo.npy,79,64,64,3,2026-04-22 21:22:27
p091,camaraInfrarroja,Neutral,p091\camaraInfrarroja\Neutral.npy,95,64,64,3,2026-04-22 21:22:34
p091,camaraInfrarroja,Sorpresa,p091\camaraInfrarroja\Sorpresa.npy,56,64,64,3,2026-04-22 21:22:36
p091,camaraInfrarroja,Tristeza,p091\camaraInfrarroja\Tristeza.npy,205,64,64,3,2026-04-22 21:22:46
p091,camaraWeb,Asco,p091\camaraWeb\Asco.npy,106,64,64,3,2026-04-22 21:22:51
p091,camaraWeb,Enojo,p091\camaraWeb\Enojo.npy,139,64,64,3,2026-04-22 21:22:58
p091,camaraWeb,Felicidad,p091\camaraWeb\Felicidad.npy,96,64,64,3,2026-04-22 21:23:04
p091,camaraWeb,Miedo,p091\camaraWeb\Miedo.npy,79,64,64,3,2026-04-22 21:23:18
p091,camaraWeb,Neutral,p091\camaraWeb\Neutral.npy,95,64,64,3,2026-04-22 21:23:23
p091,camaraWeb,Sorpresa,p091\camaraWeb\Sorpresa.npy,56,64,64,3,2026-04-22 21:23:26
p091,camaraWeb,Tristeza,p091\camaraWeb\Tristeza.npy,205,64,64,3,2026-04-22 21:23:37
p093,camaraInfrarroja,Asco,p093\camaraInfrarroja\Asco.npy,51,64,64,3,2026-04-22 21:23:39
p093,camaraInfrarroja,Enojo,p093\camaraInfrarroja\Enojo.npy,223,64,64,3,2026-04-22 21:23:48
p093,camaraInfrarroja,Felicidad,p093\camaraInfrarroja\Felicidad.npy,86,64,64,3,2026-04-22 21:23:52
p093,camaraInfrarroja,Miedo,p093\camaraInfrarroja\Miedo.npy,363,64,64,3,2026-04-22 21:24:07
p093,camaraInfrarroja,Neutral,p093\camaraInfrarroja\Neutral.npy,87,64,64,3,2026-04-22 21:24:10
p093,camaraInfrarroja,Sorpresa,p093\camaraInfrarroja\Sorpresa.npy,80,64,64,3,2026-04-22 21:24:13
p093,camaraInfrarroja,Tristeza,p093\camaraInfrarroja\Tristeza.npy,347,64,64,3,2026-04-22 21:24:29
p093,camaraWeb,Asco,p093\camaraWeb\Asco.npy,51,64,64,3,2026-04-22 21:24:34
p093,camaraWeb,Enojo,p093\camaraWeb\Enojo.npy,223,64,64,3,2026-04-22 21:24:50
p093,camaraWeb,Felicidad,p093\camaraWeb\Felicidad.npy,86,64,64,3,2026-04-22 21:24:57
p093,camaraWeb,Miedo,p093\camaraWeb\Miedo.npy,363,64,64,3,2026-04-22 21:25:16
p093,camaraWeb,Neutral,p093\camaraWeb\Neutral.npy,87,64,64,3,2026-04-22 21:25:20
p093,camaraWeb,Sorpresa,p093\camaraWeb\Sorpresa.npy,80,64,64,3,2026-04-22 21:25:24
p093,camaraWeb,Tristeza,p093\camaraWeb\Tristeza.npy,347,64,64,3,2026-04-22 21:25:45
p094,camaraInfrarroja,Asco,p094\camaraInfrarroja\Asco.npy,65,64,64,3,2026-04-22 21:25:47
p094,camaraInfrarroja,Enojo,p094\camaraInfrarroja\Enojo.npy,239,64,64,3,2026-04-22 21:25:58
p094,camaraInfrarroja,Felicidad,p094\camaraInfrarroja\Felicidad.npy,304,64,64,3,2026-04-22 21:26:19
p094,camaraInfrarroja,Miedo,p094\camaraInfrarroja\Miedo.npy,187,64,64,3,2026-04-22 21:26:33
p094,camaraInfrarroja,Neutral,p094\camaraInfrarroja\Neutral.npy,122,64,64,3,2026-04-22 21:26:42
p094,camaraInfrarroja,Sorpresa,p094\camaraInfrarroja\Sorpresa.npy,99,64,64,3,2026-04-22 21:26:49
p094,camaraInfrarroja,Tristeza,p094\camaraInfrarroja\Tristeza.npy,271,64,64,3,2026-04-22 21:27:09
p094,camaraWeb,Asco,p094\camaraWeb\Asco.npy,65,64,64,3,2026-04-22 21:27:17
p094,camaraWeb,Enojo,p094\camaraWeb\Enojo.npy,239,64,64,3,2026-04-22 21:27:44
p094,camaraWeb,Felicidad,p094\camaraWeb\Felicidad.npy,241,64,64,3,2026-04-22 21:28:00
p094,camaraWeb,Miedo,p094\camaraWeb\Miedo.npy,187,64,64,3,2026-04-22 21:28:10
p094,camaraWeb,Neutral,p094\camaraWeb\Neutral.npy,121,64,64,3,2026-04-22 21:28:16
p094,camaraWeb,Sorpresa,p094\camaraWeb\Sorpresa.npy,99,64,64,3,2026-04-22 21:28:21
p094,camaraWeb,Tristeza,p094\camaraWeb\Tristeza.npy,271,64,64,3,2026-04-22 21:28:36
p095,camaraInfrarroja,Asco,p095\camaraInfrarroja\Asco.npy,104,64,64,3,2026-04-22 21:28:41
p095,camaraInfrarroja,Enojo,p095\camaraInfrarroja\Enojo.npy,176,64,64,3,2026-04-22 21:28:51
p095,camaraInfrarroja,Felicidad,p095\camaraInfrarroja\Felicidad.npy,66,64,64,3,2026-04-22 21:28:55
p095,camaraInfrarroja,Miedo,p095\camaraInfrarroja\Miedo.npy,243,64,64,3,2026-04-22 21:29:08
p095,camaraInfrarroja,Neutral,p095\camaraInfrarroja\Neutral.npy,108,64,64,3,2026-04-22 21:29:12
p095,camaraInfrarroja,Sorpresa,p095\camaraInfrarroja\Sorpresa.npy,34,64,64,3,2026-04-22 21:29:13
p095,camaraInfrarroja,Tristeza,p095\camaraInfrarroja\Tristeza.npy,260,64,64,3,2026-04-22 21:29:28
p095,camaraWeb,Asco,p095\camaraWeb\Asco.npy,104,64,64,3,2026-04-22 21:29:36
p095,camaraWeb,Enojo,p095\camaraWeb\Enojo.npy,176,64,64,3,2026-04-22 21:29:45
p095,camaraWeb,Felicidad,p095\camaraWeb\Felicidad.npy,66,64,64,3,2026-04-22 21:29:49
p095,camaraWeb,Miedo,p095\camaraWeb\Miedo.npy,243,64,64,3,2026-04-22 21:30:02
p095,camaraWeb,Neutral,p095\camaraWeb\Neutral.npy,108,64,64,3,2026-04-22 21:30:08
p095,camaraWeb,Sorpresa,p095\camaraWeb\Sorpresa.npy,34,64,64,3,2026-04-22 21:30:10
p095,camaraWeb,Tristeza,p095\camaraWeb\Tristeza.npy,260,64,64,3,2026-04-22 21:30:24
p097,camaraInfrarroja,Asco,p097\camaraInfrarroja\Asco.npy,199,64,64,3,2026-04-22 21:30:35
p097,camaraInfrarroja,Enojo,p097\camaraInfrarroja\Enojo.npy,262,64,64,3,2026-04-22 21:30:45
p097,camaraInfrarroja,Felicidad,p097\camaraInfrarroja\Felicidad.npy,118,64,64,3,2026-04-22 21:30:51
p097,camaraInfrarroja,Miedo,p097\camaraInfrarroja\Miedo.npy,247,64,64,3,2026-04-22 21:31:01
p097,camaraInfrarroja,Neutral,p097\camaraInfrarroja\Neutral.npy,66,64,64,3,2026-04-22 21:31:04
p097,camaraInfrarroja,Sorpresa,p097\camaraInfrarroja\Sorpresa.npy,99,64,64,3,2026-04-22 21:31:08
p097,camaraInfrarroja,Tristeza,p097\camaraInfrarroja\Tristeza.npy,167,64,64,3,2026-04-22 21:31:17
p098,camaraInfrarroja,Asco,p098\camaraInfrarroja\Asco.npy,73,64,64,3,2026-04-22 21:31:20
p098,camaraInfrarroja,Enojo,p098\camaraInfrarroja\Enojo.npy,320,64,64,3,2026-04-22 21:31:33
p098,camaraInfrarroja,Felicidad,p098\camaraInfrarroja\Felicidad.npy,445,64,64,3,2026-04-22 21:31:51
p098,camaraInfrarroja,Miedo,p098\camaraInfrarroja\Miedo.npy,263,64,64,3,2026-04-22 21:32:03
p098,camaraInfrarroja,Neutral,p098\camaraInfrarroja\Neutral.npy,133,64,64,3,2026-04-22 21:32:08
p098,camaraInfrarroja,Sorpresa,p098\camaraInfrarroja\Sorpresa.npy,56,64,64,3,2026-04-22 21:32:10
p098,camaraInfrarroja,Tristeza,p098\camaraInfrarroja\Tristeza.npy,108,64,64,3,2026-04-22 21:32:16
p098,camaraWeb,Asco,p098\camaraWeb\Asco.npy,73,64,64,3,2026-04-22 21:32:19
p098,camaraWeb,Enojo,p098\camaraWeb\Enojo.npy,320,64,64,3,2026-04-22 21:32:44
p098,camaraWeb,Felicidad,p098\camaraWeb\Felicidad.npy,109,64,64,3,2026-04-22 21:33:08
p098,camaraWeb,Miedo,p098\camaraWeb\Miedo.npy,263,64,64,3,2026-04-22 21:33:26
p098,camaraWeb,Neutral,p098\camaraWeb\Neutral.npy,133,64,64,3,2026-04-22 21:33:33
p098,camaraWeb,Sorpresa,p098\camaraWeb\Sorpresa.npy,56,64,64,3,2026-04-22 21:33:36
p098,camaraWeb,Tristeza,p098\camaraWeb\Tristeza.npy,108,64,64,3,2026-04-22 21:33:40
p099,camaraInfrarroja,Asco,p099\camaraInfrarroja\Asco.npy,103,64,64,3,2026-04-22 21:33:45
p099,camaraInfrarroja,Enojo,p099\camaraInfrarroja\Enojo.npy,353,64,64,3,2026-04-22 21:34:00
p099,camaraInfrarroja,Felicidad,p099\camaraInfrarroja\Felicidad.npy,268,64,64,3,2026-04-22 21:34:11
p099,camaraInfrarroja,Miedo,p099\camaraInfrarroja\Miedo.npy,323,64,64,3,2026-04-22 21:34:25
p099,camaraInfrarroja,Neutral,p099\camaraInfrarroja\Neutral.npy,77,64,64,3,2026-04-22 21:34:28
p099,camaraInfrarroja,Sorpresa,p099\camaraInfrarroja\Sorpresa.npy,99,64,64,3,2026-04-22 21:34:32
p099,camaraInfrarroja,Tristeza,p099\camaraInfrarroja\Tristeza.npy,293,64,64,3,2026-04-22 21:34:44
p099,camaraWeb,Asco,p099\camaraWeb\Asco.npy,103,64,64,3,2026-04-22 21:34:49
p099,camaraWeb,Enojo,p099\camaraWeb\Enojo.npy,353,64,64,3,2026-04-22 21:35:10
p099,camaraWeb,Felicidad,p099\camaraWeb\Felicidad.npy,268,64,64,3,2026-04-22 21:35:21
p099,camaraWeb,Miedo,p099\camaraWeb\Miedo.npy,323,64,64,3,2026-04-22 21:35:35
p099,camaraWeb,Neutral,p099\camaraWeb\Neutral.npy,77,64,64,3,2026-04-22 21:35:40
p099,camaraWeb,Sorpresa,p099\camaraWeb\Sorpresa.npy,99,64,64,3,2026-04-22 21:35:44
p099,camaraWeb,Tristeza,p099\camaraWeb\Tristeza.npy,293,64,64,3,2026-04-22 21:36:00
p100,camaraInfrarroja,Asco,p100\camaraInfrarroja\Asco.npy,103,64,64,3,2026-04-22 21:36:05
p100,camaraInfrarroja,Enojo,p100\camaraInfrarroja\Enojo.npy,530,64,64,3,2026-04-22 21:36:28
p100,camaraInfrarroja,Felicidad,p100\camaraInfrarroja\Felicidad.npy,141,64,64,3,2026-04-22 21:36:35
p100,camaraInfrarroja,Miedo,p100\camaraInfrarroja\Miedo.npy,387,64,64,3,2026-04-22 21:36:53
p100,camaraInfrarroja,Neutral,p100\camaraInfrarroja\Neutral.npy,136,64,64,3,2026-04-22 21:36:58
p100,camaraInfrarroja,Sorpresa,p100\camaraInfrarroja\Sorpresa.npy,99,64,64,3,2026-04-22 21:37:02
p100,camaraInfrarroja,Tristeza,p100\camaraInfrarroja\Tristeza.npy,390,64,64,3,2026-04-22 21:37:19
p100,camaraWeb,Asco,p100\camaraWeb\Asco.npy,103,64,64,3,2026-04-22 21:37:28
p100,camaraWeb,Enojo,p100\camaraWeb\Enojo.npy,530,64,64,3,2026-04-22 21:38:23
p100,camaraWeb,Felicidad,p100\camaraWeb\Felicidad.npy,141,64,64,3,2026-04-22 21:38:35
p100,camaraWeb,Miedo,p100\camaraWeb\Miedo.npy,387,64,64,3,2026-04-22 21:39:13
p100,camaraWeb,Neutral,p100\camaraWeb\Neutral.npy,134,64,64,3,2026-04-22 21:39:24
p100,camaraWeb,Sorpresa,p100\camaraWeb\Sorpresa.npy,99,64,64,3,2026-04-22 21:39:32
p100,camaraWeb,Tristeza,p100\camaraWeb\Tristeza.npy,390,64,64,3,2026-04-22 21:40:04
p101,camaraInfrarroja,Asco,p101\camaraInfrarroja\Asco.npy,131,64,64,3,2026-04-22 21:40:20
p101,camaraInfrarroja,Enojo,p101\camaraInfrarroja\Enojo.npy,370,64,64,3,2026-04-22 21:41:19
p101,camaraInfrarroja,Felicidad,p101\camaraInfrarroja\Felicidad.npy,441,64,64,3,2026-04-22 21:42:06
p101,camaraInfrarroja,Miedo,p101\camaraInfrarroja\Miedo.npy,261,64,64,3,2026-04-22 21:42:36
p101,camaraInfrarroja,Neutral,p101\camaraInfrarroja\Neutral.npy,80,64,64,3,2026-04-22 21:42:46
p101,camaraInfrarroja,Sorpresa,p101\camaraInfrarroja\Sorpresa.npy,144,64,64,3,2026-04-22 21:43:21
p101,camaraInfrarroja,Tristeza,p101\camaraInfrarroja\Tristeza.npy,174,64,64,3,2026-04-22 21:43:59
p101,camaraWeb,Asco,p101\camaraWeb\Asco.npy,87,64,64,3,2026-04-22 21:44:06
p101,camaraWeb,Enojo,p101\camaraWeb\Enojo.npy,370,64,64,3,2026-04-22 21:44:28
p101,camaraWeb,Felicidad,p101\camaraWeb\Felicidad.npy,441,64,64,3,2026-04-22 21:45:08
p101,camaraWeb,Miedo,p101\camaraWeb\Miedo.npy,261,64,64,3,2026-04-22 21:45:35
p101,camaraWeb,Neutral,p101\camaraWeb\Neutral.npy,78,64,64,3,2026-04-22 21:45:44
p101,camaraWeb,Sorpresa,p101\camaraWeb\Sorpresa.npy,139,64,64,3,2026-04-22 21:45:58
p101,camaraWeb,Tristeza,p101\camaraWeb\Tristeza.npy,165,64,64,3,2026-04-22 21:46:12
p102,camaraInfrarroja,Asco,p102\camaraInfrarroja\Asco.npy,166,64,64,3,2026-04-22 21:46:30
p102,camaraInfrarroja,Enojo,p102\camaraInfrarroja\Enojo.npy,378,64,64,3,2026-04-22 21:47:09
p102,camaraInfrarroja,Felicidad,p102\camaraInfrarroja\Felicidad.npy,232,64,64,3,2026-04-22 21:47:36
p102,camaraInfrarroja,Miedo,p102\camaraInfrarroja\Miedo.npy,493,64,64,3,2026-04-22 21:48:28
p102,camaraInfrarroja,Neutral,p102\camaraInfrarroja\Neutral.npy,42,64,64,3,2026-04-22 21:48:53
p102,camaraInfrarroja,Sorpresa,p102\camaraInfrarroja\Sorpresa.npy,45,64,64,3,2026-04-22 21:48:57
p102,camaraInfrarroja,Tristeza,p102\camaraInfrarroja\Tristeza.npy,130,64,64,3,2026-04-22 21:49:12
p102,camaraWeb,Asco,p102\camaraWeb\Asco.npy,166,64,64,3,2026-04-22 21:49:23
p102,camaraWeb,Enojo,p102\camaraWeb\Enojo.npy,378,64,64,3,2026-04-22 21:49:46
p102,camaraWeb,Felicidad,p102\camaraWeb\Felicidad.npy,232,64,64,3,2026-04-22 21:49:58
p102,camaraWeb,Miedo,p102\camaraWeb\Miedo.npy,493,64,64,3,2026-04-22 21:50:42
p102,camaraWeb,Neutral,p102\camaraWeb\Neutral.npy,42,64,64,3,2026-04-22 21:50:48
p102,camaraWeb,Sorpresa,p102\camaraWeb\Sorpresa.npy,45,64,64,3,2026-04-22 21:50:53
p102,camaraWeb,Tristeza,p102\camaraWeb\Tristeza.npy,130,64,64,3,2026-04-22 21:51:07
p103,camaraInfrarroja,Asco,p103\camaraInfrarroja\Asco.npy,79,64,64,3,2026-04-22 21:51:15
p103,camaraInfrarroja,Enojo,p103\camaraInfrarroja\Enojo.npy,133,64,64,3,2026-04-22 21:51:31
p103,camaraInfrarroja,Felicidad,p103\camaraInfrarroja\Felicidad.npy,257,64,64,3,2026-04-22 21:51:56
p103,camaraInfrarroja,Miedo,p103\camaraInfrarroja\Miedo.npy,118,64,64,3,2026-04-22 21:52:08
p103,camaraInfrarroja,Neutral,p103\camaraInfrarroja\Neutral.npy,125,64,64,3,2026-04-22 21:52:22
p103,camaraInfrarroja,Sorpresa,p103\camaraInfrarroja\Sorpresa.npy,66,64,64,3,2026-04-22 21:52:31
p103,camaraInfrarroja,Tristeza,p103\camaraInfrarroja\Tristeza.npy,155,64,64,3,2026-04-22 21:52:41
p103,camaraWeb,Asco,p103\camaraWeb\Asco.npy,79,64,64,3,2026-04-22 21:52:47
p103,camaraWeb,Enojo,p103\camaraWeb\Enojo.npy,133,64,64,3,2026-04-22 21:52:54
p103,camaraWeb,Felicidad,p103\camaraWeb\Felicidad.npy,257,64,64,3,2026-04-22 21:53:09
p103,camaraWeb,Miedo,p103\camaraWeb\Miedo.npy,118,64,64,3,2026-04-22 21:53:21
p103,camaraWeb,Neutral,p103\camaraWeb\Neutral.npy,125,64,64,3,2026-04-22 21:53:34
p103,camaraWeb,Sorpresa,p103\camaraWeb\Sorpresa.npy,66,64,64,3,2026-04-22 21:53:43
p103,camaraWeb,Tristeza,p103\camaraWeb\Tristeza.npy,155,64,64,3,2026-04-22 21:54:00
p104,camaraInfrarroja,Asco,p104\camaraInfrarroja\Asco.npy,40,64,64,3,2026-04-22 21:54:04
p104,camaraInfrarroja,Enojo,p104\camaraInfrarroja\Enojo.npy,241,64,64,3,2026-04-22 21:54:30
p104,camaraInfrarroja,Felicidad,p104\camaraInfrarroja\Felicidad.npy,32,64,64,3,2026-04-22 21:54:33
p104,camaraInfrarroja,Miedo,p104\camaraInfrarroja\Miedo.npy,55,64,64,3,2026-04-22 21:54:39
p104,camaraInfrarroja,Neutral,p104\camaraInfrarroja\Neutral.npy,58,64,64,3,2026-04-22 21:54:47
p104,camaraInfrarroja,Sorpresa,p104\camaraInfrarroja\Sorpresa.npy,25,64,64,3,2026-04-22 21:54:50
p104,camaraInfrarroja,Tristeza,p104\camaraInfrarroja\Tristeza.npy,23,64,64,3,2026-04-22 21:54:53
p104,camaraWeb,Asco,p104\camaraWeb\Asco.npy,40,64,64,3,2026-04-22 21:54:57
p104,camaraWeb,Enojo,p104\camaraWeb\Enojo.npy,241,64,64,3,2026-04-22 21:55:21
p104,camaraWeb,Felicidad,p104\camaraWeb\Felicidad.npy,32,64,64,3,2026-04-22 21:55:25
p104,camaraWeb,Miedo,p104\camaraWeb\Miedo.npy,55,64,64,3,2026-04-22 21:55:31
p104,camaraWeb,Neutral,p104\camaraWeb\Neutral.npy,58,64,64,3,2026-04-22 21:55:38
p104,camaraWeb,Sorpresa,p104\camaraWeb\Sorpresa.npy,25,64,64,3,2026-04-22 21:55:42
p104,camaraWeb,Tristeza,p104\camaraWeb\Tristeza.npy,23,64,64,3,2026-04-22 21:55:44
p105,camaraInfrarroja,Asco,p105\camaraInfrarroja\Asco.npy,84,64,64,3,2026-04-22 21:55:53
p105,camaraInfrarroja,Enojo,p105\camaraInfrarroja\Enojo.npy,144,64,64,3,2026-04-22 21:56:10
p105,camaraInfrarroja,Felicidad,p105\camaraInfrarroja\Felicidad.npy,55,64,64,3,2026-04-22 21:56:36
p105,camaraInfrarroja,Miedo,p105\camaraInfrarroja\Miedo.npy,67,64,64,3,2026-04-22 21:56:43
p105,camaraInfrarroja,Neutral,p105\camaraInfrarroja\Neutral.npy,70,64,64,3,2026-04-22 21:56:50
p105,camaraInfrarroja,Sorpresa,p105\camaraInfrarroja\Sorpresa.npy,47,64,64,3,2026-04-22 21:56:57
p105,camaraInfrarroja,Tristeza,p105\camaraInfrarroja\Tristeza.npy,44,64,64,3,2026-04-22 21:57:01
p105,camaraWeb,Asco,p105\camaraWeb\Asco.npy,84,64,64,3,2026-04-22 21:57:30
p105,camaraWeb,Enojo,p105\camaraWeb\Enojo.npy,144,64,64,3,2026-04-22 21:57:46
p105,camaraWeb,Felicidad,p105\camaraWeb\Felicidad.npy,55,64,64,3,2026-04-22 21:57:54
p105,camaraWeb,Miedo,p105\camaraWeb\Miedo.npy,67,64,64,3,2026-04-22 21:58:02
p105,camaraWeb,Neutral,p105\camaraWeb\Neutral.npy,70,64,64,3,2026-04-22 21:58:11
p105,camaraWeb,Sorpresa,p105\camaraWeb\Sorpresa.npy,47,64,64,3,2026-04-22 21:58:17
p105,camaraWeb,Tristeza,p105\camaraWeb\Tristeza.npy,44,64,64,3,2026-04-22 21:58:24
p106,camaraInfrarroja,Asco,p106\camaraInfrarroja\Asco.npy,124,64,64,3,2026-04-22 21:58:38
p106,camaraInfrarroja,Enojo,p106\camaraInfrarroja\Enojo.npy,62,64,64,3,2026-04-22 21:58:45
p106,camaraInfrarroja,Felicidad,p106\camaraInfrarroja\Felicidad.npy,18,64,64,3,2026-04-22 21:58:47
p106,camaraInfrarroja,Miedo,p106\camaraInfrarroja\Miedo.npy,58,64,64,3,2026-04-22 21:58:54
p106,camaraInfrarroja,Neutral,p106\camaraInfrarroja\Neutral.npy,48,64,64,3,2026-04-22 21:59:00
p106,camaraInfrarroja,Sorpresa,p106\camaraInfrarroja\Sorpresa.npy,40,64,64,3,2026-04-22 21:59:06
p106,camaraInfrarroja,Tristeza,p106\camaraInfrarroja\Tristeza.npy,35,64,64,3,2026-04-22 21:59:10
p106,camaraWeb,Asco,p106\camaraWeb\Asco.npy,124,64,64,3,2026-04-22 21:59:24
p106,camaraWeb,Enojo,p106\camaraWeb\Enojo.npy,62,64,64,3,2026-04-22 21:59:31
p106,camaraWeb,Felicidad,p106\camaraWeb\Felicidad.npy,18,64,64,3,2026-04-22 21:59:35
p106,camaraWeb,Miedo,p106\camaraWeb\Miedo.npy,58,64,64,3,2026-04-22 21:59:42
p106,camaraWeb,Neutral,p106\camaraWeb\Neutral.npy,48,64,64,3,2026-04-22 21:59:48
p106,camaraWeb,Sorpresa,p106\camaraWeb\Sorpresa.npy,40,64,64,3,2026-04-22 21:59:54
p106,camaraWeb,Tristeza,p106\camaraWeb\Tristeza.npy,35,64,64,3,2026-04-22 21:59:58
p107,camaraInfrarroja,Asco,p107\camaraInfrarroja\Asco.npy,73,64,64,3,2026-04-22 22:00:06
p107,camaraInfrarroja,Enojo,p107\camaraInfrarroja\Enojo.npy,114,64,64,3,2026-04-22 22:00:19
p107,camaraInfrarroja,Felicidad,p107\camaraInfrarroja\Felicidad.npy,18,64,64,3,2026-04-22 22:00:23
