persona,camara,emocion,feature_path
p023,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p023_camaraInfrarroja_Sorpresa_000215.npy
p023,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p023_camaraInfrarroja_Tristeza_000216.npy
p023,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p023_camaraWeb_Asco_000207.npy
p023,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p023_camaraWeb_Felicidad_000208.npy
p023,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p023_camaraWeb_Neutral_000209.npy
p023,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p023_camaraWeb_Sorpresa_000210.npy
p023,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p023_camaraWeb_Tristeza_000211.npy
p024,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p024_camaraInfrarroja_Asco_000224.npy
p024,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p024_camaraInfrarroja_Enojo_000225.npy
p024,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p024_camaraInfrarroja_Felicidad_000226.npy
p024,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p024_camaraInfrarroja_Miedo_000227.npy
p024,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p024_camaraInfrarroja_Neutral_000228.npy
p024,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p024_camaraInfrarroja_Sorpresa_000229.npy
p024,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p024_camaraInfrarroja_Tristeza_000230.npy
p024,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p024_camaraWeb_Asco_000217.npy
p024,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p024_camaraWeb_Enojo_000218.npy
p024,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p024_camaraWeb_Felicidad_000219.npy
p024,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p024_camaraWeb_Miedo_000220.npy
p024,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p024_camaraWeb_Neutral_000221.npy
p024,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p024_camaraWeb_Sorpresa_000222.npy
p024,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p024_camaraWeb_Tristeza_000223.npy
p025,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p025_camaraWeb_Felicidad_000231.npy
p025,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p025_camaraWeb_Neutral_000232.npy
p025,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p025_camaraWeb_Tristeza_000234.npy
p026,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p026_camaraInfrarroja_Felicidad_000244.npy
p026,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p026_camaraInfrarroja_Miedo_000245.npy
p026,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p026_camaraInfrarroja_Neutral_000246.npy
p026,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p026_camaraInfrarroja_Sorpresa_000247.npy
p026,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p026_camaraInfrarroja_Tristeza_000248.npy
p026,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p026_camaraWeb_Felicidad_000239.npy
p026,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p026_camaraWeb_Miedo_000240.npy
p026,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p026_camaraWeb_Neutral_000241.npy
p026,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p026_camaraWeb_Sorpresa_000242.npy
p026,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p026_camaraWeb_Tristeza_000243.npy
p027,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p027_camaraInfrarroja_Asco_000254.npy
p027,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p027_camaraInfrarroja_Enojo_000255.npy
p027,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p027_camaraInfrarroja_Felicidad_000256.npy
p027,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p027_camaraInfrarroja_Neutral_000257.npy
p027,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p027_camaraInfrarroja_Tristeza_000258.npy
p027,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p027_camaraWeb_Asco_000249.npy
p027,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p027_camaraWeb_Enojo_000250.npy
p027,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p027_camaraWeb_Felicidad_000251.npy
p027,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p027_camaraWeb_Neutral_000252.npy
p027,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p027_camaraWeb_Tristeza_000253.npy
p028,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p028_camaraInfrarroja_Asco_000265.npy
p028,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p028_camaraInfrarroja_Felicidad_000266.npy
p028,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p028_camaraInfrarroja_Miedo_000267.npy
p028,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p028_camaraInfrarroja_Neutral_000268.npy
p028,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p028_camaraInfrarroja_Sorpresa_000269.npy
p028,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p028_camaraInfrarroja_Tristeza_000270.npy
p028,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p028_camaraWeb_Asco_000259.npy
p028,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p028_camaraWeb_Felicidad_000260.npy
p028,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p028_camaraWeb_Miedo_000261.npy
p028,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p028_camaraWeb_Neutral_000262.npy
p028,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p028_camaraWeb_Sorpresa_000263.npy
p028,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p028_camaraWeb_Tristeza_000264.npy
p029,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p029_camaraInfrarroja_Asco_000275.npy
p029,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p029_camaraInfrarroja_Felicidad_000276.npy
p029,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p029_camaraInfrarroja_Neutral_000277.npy
p029,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p029_camaraInfrarroja_Sorpresa_000278.npy
p029,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p029_camaraInfrarroja_Tristeza_000279.npy
p029,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p029_camaraWeb_Asco_000271.npy
p029,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p029_camaraWeb_Felicidad_000272.npy
p029,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p029_camaraWeb_Neutral_000273.npy
p029,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p029_camaraWeb_Sorpresa_000274.npy
p030,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p030_camaraInfrarroja_Felicidad_000284.npy
p030,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p030_camaraInfrarroja_Neutral_000285.npy
p030,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p030_camaraInfrarroja_Sorpresa_000286.npy
p030,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p030_camaraInfrarroja_Tristeza_000287.npy
p030,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p030_camaraWeb_Felicidad_000280.npy
p030,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p030_camaraWeb_Neutral_000281.npy
p030,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p030_camaraWeb_Sorpresa_000282.npy
p030,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p030_camaraWeb_Tristeza_000283.npy
p031,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p031_camaraInfrarroja_Asco_000293.npy
p031,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p031_camaraInfrarroja_Enojo_000294.npy
p031,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p031_camaraInfrarroja_Neutral_000295.npy
p031,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p031_camaraInfrarroja_Sorpresa_000296.npy
p031,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p031_camaraInfrarroja_Tristeza_000297.npy
p031,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p031_camaraWeb_Asco_000288.npy
p031,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p031_camaraWeb_Enojo_000289.npy
p031,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p031_camaraWeb_Neutral_000290.npy
p031,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p031_camaraWeb_Sorpresa_000291.npy
p031,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p031_camaraWeb_Tristeza_000292.npy
p032,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p032_camaraInfrarroja_Asco_000303.npy
p032,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p032_camaraInfrarroja_Felicidad_000304.npy
p032,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p032_camaraInfrarroja_Miedo_000305.npy
p032,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p032_camaraInfrarroja_Neutral_000306.npy
p032,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p032_camaraInfrarroja_Sorpresa_000307.npy
p032,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p032_camaraWeb_Asco_000298.npy
p032,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p032_camaraWeb_Felicidad_000299.npy
p032,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p032_camaraWeb_Miedo_000300.npy
p032,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p032_camaraWeb_Neutral_000301.npy
p032,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p032_camaraWeb_Sorpresa_000302.npy
p033,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p033_camaraInfrarroja_Asco_000314.npy
p033,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p033_camaraInfrarroja_Enojo_000315.npy
p033,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p033_camaraInfrarroja_Felicidad_000316.npy
p033,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p033_camaraInfrarroja_Neutral_000317.npy
p033,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p033_camaraInfrarroja_Sorpresa_000318.npy
p033,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p033_camaraInfrarroja_Tristeza_000319.npy
p033,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p033_camaraWeb_Asco_000308.npy
p033,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p033_camaraWeb_Enojo_000309.npy
p033,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p033_camaraWeb_Felicidad_000310.npy
p033,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p033_camaraWeb_Neutral_000311.npy
p033,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p033_camaraWeb_Sorpresa_000312.npy
p033,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p033_camaraWeb_Tristeza_000313.npy
p034,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p034_camaraInfrarroja_Felicidad_000326.npy
p034,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p034_camaraInfrarroja_Neutral_000328.npy
p034,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p034_camaraWeb_Asco_000320.npy
p034,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p034_camaraWeb_Felicidad_000321.npy
p034,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p034_camaraWeb_Miedo_000322.npy
p034,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p034_camaraWeb_Neutral_000323.npy
p034,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p034_camaraWeb_Sorpresa_000324.npy
p035,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p035_camaraInfrarroja_Asco_000337.npy
p035,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p035_camaraInfrarroja_Enojo_000338.npy
p035,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p035_camaraInfrarroja_Felicidad_000339.npy
p035,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p035_camaraInfrarroja_Miedo_000340.npy
p035,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p035_camaraInfrarroja_Neutral_000341.npy
p035,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p035_camaraInfrarroja_Sorpresa_000342.npy
p035,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p035_camaraInfrarroja_Tristeza_000343.npy
p035,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p035_camaraWeb_Asco_000330.npy
p035,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p035_camaraWeb_Enojo_000331.npy
p035,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p035_camaraWeb_Felicidad_000332.npy
p035,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p035_camaraWeb_Miedo_000333.npy
p035,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p035_camaraWeb_Neutral_000334.npy
p035,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p035_camaraWeb_Sorpresa_000335.npy
p035,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p035_camaraWeb_Tristeza_000336.npy
p036,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p036_camaraInfrarroja_Felicidad_000349.npy
p036,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p036_camaraInfrarroja_Neutral_000351.npy
p036,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p036_camaraInfrarroja_Sorpresa_000352.npy
p036,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p036_camaraInfrarroja_Tristeza_000353.npy
p036,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p036_camaraWeb_Felicidad_000344.npy
p036,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p036_camaraWeb_Miedo_000345.npy
p036,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p036_camaraWeb_Neutral_000346.npy
p036,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p036_camaraWeb_Sorpresa_000347.npy
p036,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p036_camaraWeb_Tristeza_000348.npy
p037,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p037_camaraWeb_Asco_000354.npy
p037,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p037_camaraWeb_Felicidad_000355.npy
p037,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p037_camaraWeb_Neutral_000356.npy
p037,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p037_camaraWeb_Sorpresa_000357.npy
p038,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p038_camaraInfrarroja_Asco_000369.npy
p038,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p038_camaraInfrarroja_Enojo_000370.npy
p038,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p038_camaraInfrarroja_Felicidad_000371.npy
p038,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p038_camaraInfrarroja_Miedo_000372.npy
p038,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p038_camaraInfrarroja_Neutral_000373.npy
p038,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p038_camaraInfrarroja_Sorpresa_000374.npy
p038,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p038_camaraInfrarroja_Tristeza_000375.npy
p038,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p038_camaraWeb_Asco_000362.npy
p038,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p038_camaraWeb_Enojo_000363.npy
p038,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p038_camaraWeb_Felicidad_000364.npy
p038,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p038_camaraWeb_Miedo_000365.npy
p038,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p038_camaraWeb_Neutral_000366.npy
p038,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p038_camaraWeb_Sorpresa_000367.npy
p038,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p038_camaraWeb_Tristeza_000368.npy
p040,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p040_camaraInfrarroja_Enojo_000380.npy
p040,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p040_camaraInfrarroja_Neutral_000381.npy
p040,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p040_camaraInfrarroja_Sorpresa_000382.npy
p040,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p040_camaraInfrarroja_Tristeza_000383.npy
p040,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p040_camaraWeb_Enojo_000376.npy
p040,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p040_camaraWeb_Neutral_000377.npy
p040,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p040_camaraWeb_Sorpresa_000378.npy
p040,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p040_camaraWeb_Tristeza_000379.npy
p041,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p041_camaraInfrarroja_Miedo_000388.npy
p041,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p041_camaraInfrarroja_Neutral_000389.npy
p041,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p041_camaraInfrarroja_Sorpresa_000390.npy
p041,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p041_camaraInfrarroja_Tristeza_000391.npy
p041,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p041_camaraWeb_Miedo_000384.npy
p041,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p041_camaraWeb_Neutral_000385.npy
p041,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p041_camaraWeb_Sorpresa_000386.npy
p041,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p041_camaraWeb_Tristeza_000387.npy
p042,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p042_camaraInfrarroja_Asco_000398.npy
p042,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p042_camaraInfrarroja_Enojo_000399.npy
p042,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p042_camaraInfrarroja_Felicidad_000400.npy
p042,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p042_camaraInfrarroja_Neutral_000401.npy
p042,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p042_camaraInfrarroja_Sorpresa_000402.npy
p042,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p042_camaraInfrarroja_Tristeza_000403.npy
p042,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p042_camaraWeb_Asco_000392.npy
p042,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p042_camaraWeb_Enojo_000393.npy
p042,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p042_camaraWeb_Felicidad_000394.npy
p042,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p042_camaraWeb_Neutral_000395.npy
p042,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p042_camaraWeb_Sorpresa_000396.npy
p042,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p042_camaraWeb_Tristeza_000397.npy
p043,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p043_camaraInfrarroja_Asco_000409.npy
p043,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p043_camaraInfrarroja_Felicidad_000410.npy
p043,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p043_camaraInfrarroja_Neutral_000411.npy
p043,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p043_camaraInfrarroja_Sorpresa_000412.npy
p043,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p043_camaraInfrarroja_Tristeza_000413.npy
p043,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p043_camaraWeb_Asco_000404.npy
p043,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p043_camaraWeb_Felicidad_000405.npy
p043,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p043_camaraWeb_Neutral_000406.npy
p043,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p043_camaraWeb_Sorpresa_000407.npy
p043,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p043_camaraWeb_Tristeza_000408.npy
p044,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p044_camaraInfrarroja_Asco_000420.npy
p044,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p044_camaraInfrarroja_Enojo_000421.npy
p044,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p044_camaraInfrarroja_Felicidad_000422.npy
p044,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p044_camaraInfrarroja_Miedo_000423.npy
p044,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p044_camaraInfrarroja_Neutral_000424.npy
p044,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p044_camaraInfrarroja_Tristeza_000425.npy
p044,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p044_camaraWeb_Asco_000414.npy
p044,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p044_camaraWeb_Enojo_000415.npy
p044,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p044_camaraWeb_Felicidad_000416.npy
p044,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p044_camaraWeb_Miedo_000417.npy
p044,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p044_camaraWeb_Neutral_000418.npy
p044,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p044_camaraWeb_Tristeza_000419.npy
p045,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p045_camaraInfrarroja_Asco_000432.npy
p045,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p045_camaraInfrarroja_Felicidad_000433.npy
p045,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p045_camaraInfrarroja_Miedo_000434.npy
p045,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p045_camaraInfrarroja_Neutral_000435.npy
p045,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p045_camaraInfrarroja_Sorpresa_000436.npy
